Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Psomas,,,,"Beverly La Cienega, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Astor & Kingsland,,,,Los Angeles County Waste Management Association,,1,2013,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3939
Wayne Avrashow - Law Offices,,,,Forestar Real Estate Group,,1,2013,$39723.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4081
Wayne Avrashow - Law Offices,,,,Stanley Hill LLC ,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4081
McCarty Co LLC,,,,Associated Estates Realty Corporation,,1,2013,$9870.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,Avalon Bay Communities Inc,,1,2013,$44406.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,"GH Palmer Assoc (Palmer/Flower Street Properties, LP)",,1,2013,$27125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,L&R Parking,,1,2013,$7087.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,Medical Asset Management,,1,2013,$18143.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,Sares Regis Group/Michael J. Wnter,,1,2013,$3106.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
Morris and Swanson,,,,Altria Client Services LLC,,1,2013,$18124.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4131
"Andrew Casana and Associates, LLC",,,,7-11,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4157
"Alpert Barr & Grant, A Professional Law Corporation",,,,Geosyntec Consultants,,1,2013,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
"Alpert Barr & Grant, A Professional Law Corporation",,,,"Playa Capital Company, LLC",,1,2013,$15807.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
"Alpert Barr & Grant, A Professional Law Corporation",,,,Scatec Solar,,1,2013,$28990.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
"Alpert Barr & Grant, A Professional Law Corporation",,,,Shubin-Nadal Realty Investors,,1,2013,$4950.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
"Alpert Barr & Grant, A Professional Law Corporation",,,,"SODA MOUNTAIN SOLAR, LLC",,1,2013,$32250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
McCarty Co LLC,,,,"Outback Steakhouse, Inc.",,1,2013,$7962.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,State Bar of California,,1,2013,$19162.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
McCarty Co LLC,,,,Wood Partners,,1,2013,$19031.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4099
Arnie Berghoff & Associates,,,,American Medical Response of So. California (AMR),,1,2013,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Athens Services,,1,2013,$60000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Arcadis US Inc.,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Barren Ridge 1  (Recurrent Energy),,1,2013,$32000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,BNSF Railway Company,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Cisco Systems Inc,,1,2013,$25252.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,City of Beverly Hills,,1,2013,$11000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Clear Channel Airports,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Clear Channel Outdoor,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Estate Research Associates,,1,2013,$6000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,"Green Conversion Systems, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,"IMPEX Technologies, Inc.",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,NORESCO LLC,,1,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,"Oracle America, Inc.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Repipe California / Inland Pipe Rehabilitation LLC,,1,2013,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,"SAS Institute, Inc.",,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,"SERCO, Inc.",,1,2013,$36000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,World Wide Technology,,1,2013,$11250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
Arnie Berghoff & Associates,,,,Affirmed Housing Group,,1,2013,$26500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4263
JK Land Use Consulting,,,,Lincoln Property Company,,1,2013,$9178.81,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4375
JK Land Use Consulting,,,,The Broad Collection,,1,2013,$1400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4375
Afriat Consulting Group Inc,,,,Angelenos for Safe Access Committee,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,Atlas Iron & Metal Company,,1,2013,$7887.62,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,Anthem Blue Cross,,1,2013,$3915.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"SM 10000 Property, LLC",,1,2013,$7327.35,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"CH Palladium, LLC",,1,2013,$18634.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities",,1,2013,$43677.14,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"MCLV Properties, LLC c/o Genton Property Group",,1,2013,$11392.47,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,Genton Property Group,,1,2013,$765.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"512 Perugia Way, LLC",,1,2013,$40195.54,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,Jonathan Hausman & ,,Danielle E. Miller,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"Century City Realty, LLC",,1,2013,$13842.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,Bruce & Martha,,Karsh,,1,2013,$20404.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"Philena Properties, L.P.",,1,2013,$12607.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,ACE of California,,1,2013,$18063.97,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,"Consolidated Disposal Service, L.L.C.",,1,2013,$35214.31,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
Afriat Consulting Group Inc,,,,Wal-Mart Stores Inc.,,1,2013,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4372
"TMG Solutions, Inc",,,,1724 Armacost LLC,,1,2013,$5947.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4407
"TMG Solutions, Inc",,,,Whole Foods Market,,1,2013,$3887.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4407
Alston & Bird LLP,,,,"LA STREETCAR, INC.",,1,2013,$6497.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4409
Rogers Ruder Finn,,,,Raytheon Company,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4449
Paul Hastings LLP,,,,Harvard-Westlake,,1,2013,$47000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4454
Paul Hastings LLP,,,,Kilroy Realty Corporation,,1,2013,$3230.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4454
Paul Hastings LLP,,,,Cedars-Sinai Medical Center,,1,2013,$12800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4454
Paul Hastings LLP,,,,Townscape Partners,,1,2013,$10950.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4454
Paul Hastings LLP,,,,Hanjin International Corporation ,,1,2013,$1874.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4454
"Alpert Barr & Grant, A Professional Law Corporation",,,,Time Warner Communications,,1,2013,$2677.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4255
Armbruster Goldsmith & Delvac LLP,,,,"512 Perugia Way, LLC",,1,2013,$3421.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,A&S Brewing Collaborative LLC,,1,2013,$4736.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,ACC OP Development LLC,,1,2013,$5236.08,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,1430 N. Cahuenga Partners LP,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,AEG,,1,2013,$82836.68,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Associated Estates,,1,2013,$5406.36,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"Boy Scouts of America, Western Los Angeles Cty",,1,2013,$321.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Brentwood School,,1,2013,$5833.36,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Cascades Project Owner LLC,,1,2013,$9048.69,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,Kelvin,,Davis,,1,2013,$5176.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"Din/Cal 2, Inc.",,1,2013,$4032.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,Dean & Shannon,,Factor,,1,2013,$578.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Fifield Companies,,1,2013,$9433.77,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"Frost/Chaddock Developers, LLC",,1,2013,$6723.61,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Genton Property Group,,1,2013,$24205.87,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,JCDecaux Airport; Inc,,1,2013,$11250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Legacy Partners,,1,2013,$5423.23,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Lincoln Property Company,,1,2013,$859.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Los Angeles Country Club,,1,2013,$3050.76,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,M David Paul,,1,2013,$22948.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,MGA North LLC,,1,2013,$6372.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Marlborough School,,1,2013,$5847.89,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"Next Century Associates, LLC",,1,2013,$26301.73,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"Outparcel Investment Partners VI, LLC",,1,2013,$3171.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Starwood Hotels and Resorts Worldwide,,1,2013,$3289.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Target Corporation,,1,2013,$92976.47,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,The Buckley School,,1,2013,$596.63,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,The Hanover Company (for UDR),,1,2013,$3106.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,The Macerich Company,,1,2013,$12640.89,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,The Martin Group,,1,2013,$7439.51,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,"TriStar Realty Group, LLC",,1,2013,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,University of Southern California ,,1,2013,$38994.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,United Technologies Corporation,,1,2013,$7433.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Walgreens,,1,2013,$4591.06,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Wilcox Melrose Residential II LLC,,1,2013,$931.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,Brian ,,Woram,,1,2013,$1464.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
Armbruster Goldsmith & Delvac LLP,,,,Academy of Motion Picture Arts & Sciences,,1,2013,$68257.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4514
"Michael S. Woodward, Attorney",,,,"Pacific Charter School Development, Inc.",,1,2013,$11274.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4521
Psomas,,,,"Book City News, Inc.",,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,Brookfield Residential,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Highland and Selma Venture, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,IDS Real Estate Group,,1,2013,$2000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Lennar Homes of California, Inc.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"LPC West, LLC",,1,2013,$3150.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,Millennium Partners LA,,1,2013,$2720.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,Charles T.,,Munger,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"NBCUniversal Media, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,Onni Contracting (California) Inc.,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Philena Properties, L.P.",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Pine Crest Homes, LLC",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Red Hot Enterprises, LLC",,1,2013,$150.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,,,"Warner 2 D/E/P, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Psomas,,James P.,,Wohl,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=3929
Greenberg Traurig LLP,,,,CBS  Decaux,,1,2013,$1310.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4587
Richard Alatorre,,,,Elder Care Development,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4603
Richard Alatorre,,,,I Love L.A.,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4603
Richard Alatorre,,,,Mike Roos & Company on behalf of Bell Cab,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4603
Richard Alatorre,,,,Mike Roos and Company on behalf of Duncan Solutions,,1,2013,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4603
Kindel Gagan,,,,American Chemistry Council,,1,2013,$55373.40,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,AT&T INC. AND ITS AFFILIATES,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Aviation Safeguards,,1,2013,$48191.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Baxter BioScience,,1,2013,$17500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,"Birdi & Associates, Inc.",,1,2013,$7075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Central City East Association,,1,2013,$500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Century West BMW & MINI Universal City,,1,2013,$1843.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Motion Picture & Television Catering Association,,1,2013,$4800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,DWP Mgmt Employees Assn,,1,2013,$14946.29,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Exelon Corporation on behalf of Constellation Energy,,1,2013,$22647.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,LA Auto Show,,1,2013,$10164.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Greater LA New Car Dealers Assn,,1,2013,$13357.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Hudson Group,,1,2013,$44075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,"National Promotions & Advertising, Inc.",,1,2013,$12002.20,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,"Praxair, Inc. - Danbury, CT",,1,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,"Recording Industry Association of America, Inc.",,1,2013,$7000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,"Sonic Automotive, Inc.",,1,2013,$1943.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Spilo Worldwide,,1,2013,$7575.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Super Shuttle Los Angeles,,1,2013,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,Tower Lane Properties Inc.,,1,2013,$25102.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
Kindel Gagan,,,,United Airlines,,1,2013,$12507.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4565
"Planning Associates, Inc.",,,,2012 MS California Revocable Trust,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,Creative Industrial LLC,,1,2013,$1400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,Hollenbeck Palms,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,Kaiser Permanente,,1,2013,$1800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,Porter Ranch Development Company,,1,2013,$5550.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,"Roll Properties International, Inc.",,1,2013,$900.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,Selan Family Trust,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,"SSBG, LLC",,1,2013,$2300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,"Weddington Golf and Tennis, LLC",,1,2013,$800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
"Planning Associates, Inc.",,,,"Wilshire Gayley, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4667
Sage Advisors Inc,,,,AECOM,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,AEG,,1,2013,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
