Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
The Santa Maria Group,,,,"Valued Housing II, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43566
The Santa Maria Group,,,,Western Pacific Housing,,2,2016,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43566
The Santa Maria Group,,,,WNC & Associates,,2,2016,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43566
Handelman Consulting Inc,,,,Alliance Residential Company,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,Boos Development West,,2,2016,$13500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,"Cadence Development, LLC",,2,2016,$45000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,CitizenM Hotels,,2,2016,$29976.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,Essex Property Trust,,2,2016,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,Hanover R.S. Limited Partnership,,2,2016,$18000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,IMT Capital II Sherman Oaks LLC,,2,2016,$19500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,Merlone Geier Management,,2,2016,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,Mount Saint Mary's University,,2,2016,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,R.D. OLSON Development,,2,2016,$28000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,The Robert Green Company,,2,2016,$10500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Handelman Consulting Inc,,,,United El Segundo,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43567
Ernesto J. Pantoja,,,,Laborers Local 300,,1,2016,$25500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43581
Sugerman Communications Group,,,,Archer School for Girls,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43584
Sugerman Communications Group,,,,Boston Global Investors (BGI),,2,2016,$17355.95,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43584
Sugerman Communications Group,,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,2,2016,$56440.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43584
Mitchell Chadwick LLP,,,,"Sullivan Equity Partners, LLC",,2,2016,$135000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43588
"Pacific Zoning, LLC",,,,"Altiplano, LLC",,2,2016,$10491.95,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43232
"Pacific Zoning, LLC",,,,"Sepulveda Apartments, LLC",,2,2016,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43232
"Michael S. Woodward, Attorney",,,,Alliance College-Ready Public Schools,,2,2016,$4300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
"Michael S. Woodward, Attorney",,,,"Pacific Charter School Development, Inc.",,2,2016,$51350.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
"Michael S. Woodward, Attorney",,,,Red Hook Capital Partners LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
"Michael S. Woodward, Attorney",,,,Value Schools,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
"Michael S. Woodward, Attorney",,,,Watts Learning Center,,2,2016,$15450.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
"Michael S. Woodward, Attorney",,,,Westchester Secondary Charter School,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43607
Spindler Engineering,Mr.,Keat,,Bollenbach,,2,2016,$34100.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43610
Liner LLP,,,,809 S. Flower LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Atlas Capital Group, LLC",,2,2016,$288246.35,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Bastion Development Corporation,,2,2016,$2750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Champion Real Estate Company,,2,2016,$38055.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"CRE-HAR SoCal Lot JV, LLC/So Cal North Serrano SPV I, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"CRE-HAR SoCal Office JV, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Crossroads Associates LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Estate Four,,2,2016,$43547.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Forest City Residential West, Inc.",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Gilmore Associates,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Greenland LA Metropolis Development II LLC,,2,2016,$17364.59,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Harridge Development Group, LLC",,2,2016,$36622.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Hollywood International Regional Center,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Jade Enterprises, LLC",,2,2016,$4070.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Jia Yuan USA Co., Inc.",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Larchmont Village Partners One LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"LaTerra Development, LLC",,2,2016,$27831.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Laurus Corporation,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Lennar,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Lindy Trust and Margaret L. Blume Trust,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Los Angeles Streetcar, Inc.",,2,2016,$29789.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Lowe Enterprises Inc.,,2,2016,$88960.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Maple Multi-Family Land CA, L.P",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Millennium Partners,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,MREC HD Blake Street,,2,2016,$617.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"MREC HD Elysian Park, LLC",,2,2016,$9560.33,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"MREC Tramonto, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Nationwide RP Corporation,,2,2016,$56372.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Nordhoff Associates, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,NP Robertson Property,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Prime/CRDF Mission Hills, LLC",,2,2016,$16472.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Realm Group LLC,,2,2016,$6897.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Ryda Ventures LLC,,2,2016,$19124.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,Michael,,Sannes,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Sasu, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Shappell Liberty Investment Properties, LLC",,2,2016,$41283.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Simone 2015 LP,,2,2016,$2310.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"So Cal North Serrano SPV I, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Sullivan Equity Partners LLC,,2,2016,$9747.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Tatsu Ramen LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Trammell Crow Residential,,2,2016,$5827.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,Vintage Westwood LLC,,2,2016,$3456.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,"Whitsett Avenue Partners, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
Liner LLP,,,,WP West Development Enterprises,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43619
"Planning Associates, Inc.",,,,Archdiocese of Los Angeles,,2,2016,$2400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"EMC Capital Investments Group, LLC",,2,2016,$1900.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,GME Development,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,James,,Goldstein,,2,2016,$600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"Horace Heidt Agency Company, Inc.",,2,2016,$7750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,Kaiser Permanente,,2,2016,$100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"MBL Narcisus, LLC",,2,2016,$1450.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"MBL Sperry, LLC",,2,2016,$1450.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,Pacific Properties Group,,2,2016,$1700.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,PlainJoe Studios on behalf of Shepherd Church,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,Senior Resource Group,,2,2016,$500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"Shapell Liberty Investment Properties, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"Shea Properties Management Co., Inc.",,2,2016,$1550.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,Toll Brothers,,2,2016,$2000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Planning Associates, Inc.",,,,"Weddington Golf and Tennis, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43621
"Gonzales Law Group, APC",,,,"4477 Hollywood Investment I, LLC",,2,2016,$11714.92,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,"6417 Selma Hotel, LLC",,2,2016,$16536.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,"Cen Fed, LTD",,2,2016,$15186.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,CIM Group,,2,2016,$56360.57,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Curtis School Foundation,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Hollywood Hookah Inc.,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Hollywood International Regional Center,,2,2016,$15192.58,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,ILLCO LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Onni Group,,2,2016,$14786.45,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Suaya Properties,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,"This Is Just A Test Productions, Inc.",,2,2016,$8144.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,WB&M Inc.,,2,2016,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Gonzales Law Group, APC",,,,Wilcox 2015 LLC,,2,2016,$13706.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43633
"Sheppard, Mullin, Richter & Hampton LLP",,,,Beaux Arts Development Co.,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Habita Arts District, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Hager Pacific Properties, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Hollywood Center Studios,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Hollywood Forever Cemetery,,2,2016,$10781.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Hollywood International Regional Center,,2,2016,$7965.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Hudson Capital LLC,,2,2016,$152829.43,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Lightstone DTLA, LLC",,2,2016,$119501.37,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,LLJ Adler Warner,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,"McCadden Plaza, LP",,2,2016,$46652.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Millennium Partners LA,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Orchard Supply Company, LLC",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Pacific Clinics,,2,2016,$12076.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Palisadian-Post,,2,2016,$15419.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Pukeiti/Ruapehu LLC,,2,2016,$654.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Renton LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Samatas,,2,2016,$35357.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Sheppard, Mullin, Richter & Hampton LLP",,,,Thornton Aircraft Company,,2,2016,$1830.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43635
"Capitol Advocacy, LLC",,,,"Logisticare Solutions, LLC",,2,2016,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43638
Law Office of Stefan Borst-Censullo,,,,Los Angeles Medical Cannabis Tax Force,,2,2016,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43653
M Advisors LLC,,,,"1200 S. FIGUEROA DEVELOPMENT, INC",,2,2016,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,AEG,,2,2016,$60000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,CA RESOURCES CORPORATION,,2,2016,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"FIRST SOLAR, INC",,2,2016,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"GUESS, INC!",,2,2016,$45000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,HNTB CORPORATION,,2,2016,$13500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 11",,2,2016,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 18",,2,2016,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,IRONWORKERS LOCAL 416,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,IRONWORKERS LOCAL 433,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,IUPAT DISTRICT COUNCIL 36,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,KONEOUSA,,2,2016,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"LAFC SPORTS, LLC",,2,2016,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,OBE WORLDWIDE LLC,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,PACIFIC PROPERTY PARTNERS,,2,2016,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,PROVIDENCE TARZANA MEDICAL CENTER,,2,2016,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"RANCHO VE, LLC",,2,2016,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,REGENCY,,2,2016,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16,,2,2016,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"SUNSET STUDIO HOLDINGS, LLC",,2,2016,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"TESORO COMPANIES, INC",,2,2016,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,USA WASTE OF CALIFORNIA,,2,2016,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,WESTFIELD - VILLAGE IN WEST HILLS,,2,2016,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
M Advisors LLC,,,,"WESTSIDE CAMPUS OWNER, LLC",,2,2016,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43682
The CrisCom Company,,,,Duncan Solutions,,2,2016,$10500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43684
The CrisCom Company,,,,Lanier Parking Solutions,,2,2016,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43684
The CrisCom Company,,,,Monarch Christian School,,2,2016,$14000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43684
The CrisCom Company,,,,United Rotary Brush,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43684
Mercury Public Affairs,,,,Airbnb,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43704
Mercury Public Affairs,,,,California Restaurant Association,,2,2016,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43704
Mercury Public Affairs,,,,River LA,,2,2016,$45025.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43704
Mercury Public Affairs,,,,Wolfcom Enterprises,,2,2016,$3548.39,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43704
"Brownstein Hyatt Farber Schreck, LLP",,,,Save-A-Lot Food Stores,,2,2016,$108.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43706
Advocacy,,,,Oakwood School,,2,2016,$11512.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43314
Advocacy,,,,Fairfax VE LLC,,2,2016,$2712.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43314
PricewaterhouseCoopers LLP,,,,"7-Eleven, Inc.",,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43505
PricewaterhouseCoopers LLP,,,,AlixPartners LLP,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43505
PricewaterhouseCoopers LLP,,,,International Lease Finance Corporation,,2,2016,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=43505
